,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left,is_search_result
280,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[],12,1079,205,1969.699951171875,300.0,30,1,0,0,0,0,0,0,0,0,False
281,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[1],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[],13,1079,205,250.0,300.0,2,1,0,0,0,0,0,0,10,0,False
282,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[1]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[]/div,14,1079,205,250.0,300.0,1,2,0,0,0,0,0,0,0,0,False
283,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[2],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[],13,1079,465,171.6999969482422,300.0,21,2,0,0,0,0,0,0,0,0,False
284,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[2]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[]/div,14,1079,465,171.6999969482422,300.0,20,1,10,10,10,10,10,0,10,0,False
285,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[2]/div/div[2],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[]/div/div[],15,1089,506,120.0,280.0,17,1,0,0,0,0,0,0,0,0,False
286,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[4],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[],13,1079,646,1528.0,300.0,2,1,0,0,0,0,0,0,10,0,False
287,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[4]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[]/div,14,1079,646,1528.0,300.0,1,2,0,0,0,0,0,0,0,0,False
288,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[3]/div[4]/div/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div[]/div/div,15,1079,646,1528.0,300.0,0,1,0,0,0,0,0,0,0,0,False
289,/html/body/div[1]/div[1]/footer/div[1],/html/body/div[]/div[]/footer/div[],6,69,4973,238.0500030517578,1297.0,807,1,40,0,40,0,0,0,0,0,False
