,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left,is_search_result
122,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],14,390,2617,176.0,870.0,45,4,0,0,0,0,0,0,10,0,True
123,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div,15,376,2618,174.0,898.0,44,1,0,0,0,0,0,-15,0,-15,False
124,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,376,2618,174.0,299.33331298828125,15,1,0,15,0,15,0,0,0,0,False
125,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div/div[1]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div,17,390,2618,174.0,269.33331298828125,14,1,0,0,0,0,0,0,0,0,False
126,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,675,2618,174.0,598.6666870117188,26,1,0,15,0,0,0,0,0,0,False
127,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div/div[2]/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,675,2618,174.0,350.20001220703125,10,1,15,0,15,0,0,0,0,0,False
128,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[19]/div/div[2]/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,1025,2618,174.0,233.46665954589844,14,1,15,0,15,0,0,0,0,0,False
129,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],14,390,2803,176.0,870.0,90,3,0,0,0,0,0,0,10,0,True
130,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div,15,376,2804,174.0,898.0,89,1,0,0,0,0,0,-15,0,-15,False
131,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,376,2804,174.0,299.33331298828125,11,1,0,15,0,15,0,0,0,0,False
132,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div/div[1]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div,17,390,2804,174.0,269.33331298828125,10,1,0,0,0,0,0,0,0,0,False
133,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,675,2804,174.0,598.6666870117188,75,1,0,15,0,0,0,0,0,0,False
134,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div/div[2]/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,675,2804,174.0,350.20001220703125,51,1,15,0,15,0,0,0,0,0,False
135,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[20]/div/div[2]/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,1025,2804,174.0,233.46665954589844,22,1,15,0,15,0,0,0,0,0,False
136,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[21],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],14,390,2989,196.0,870.0,89,3,0,0,0,0,0,0,10,0,True
137,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[21]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div,15,376,2990,194.0,898.0,88,1,0,0,0,0,0,-15,0,-15,False
